ProviderKey,PurchasePriceExclVat_CHF,SuggestedRetailPriceInclVat_CHF,VatRatePercentage
STX_196149208428,161.00,229,8.1
STX_196149208411,88.00,139,8.1
STX_196149208459,185.00,249,8.1
STX_196149208343,148.50,209,8.1
STX_196149208336,78.00,139,8.1
STX_196149208329,162.50,229,8.1
STX_198484454010,142.00,199,8.1
STX_198484456243,121.00,149,8.1
STX_198484453174,143.50,199,8.1
STX_198484452603,129.50,189,8.1
STX_198484453686,142.00,169,8.1
STX_198484456052,124.50,149,8.1
STX_198484452962,156.00,219,8.1
STX_198484456021,141.00,199,8.1
STX_198484455178,153.50,169,8.1
STX_888407165146,77.00,139,8.1
STX_888407165115,84.50,139,8.1
STX_888407165122,88.00,139,8.1
STX_888407165153,109.50,159,8.1
STX_196149217437,201.50,269,8.1
STX_196149217413,183.50,249,8.1
STX_196149217376,167.50,239,8.1
STX_196149217314,173.50,239,8.1
STX_196149217383,193.50,259,8.1
STX_196149217390,161.00,229,8.1
STX_196609333424,182.50,239,8.1
STX_196609333387,178.50,239,8.1
STX_196609333370,212.50,279,8.1
STX_196609333349,279.00,349,8.1
STX_196609333356,121.00,149,8.1
STX_196609333325,214.00,279,8.1
STX_196609333332,222.50,289,8.1
STX_196609333400,131.00,189,8.1
STX_196609333363,165.00,229,8.1
STX_196609333417,161.00,229,8.1
STX_198481709700,82.00,139,8.1
STX_198481703692,147.00,209,8.1
STX_198481721757,129.50,189,8.1
STX_198481716432,102.00,159,8.1
STX_196974564010,167.50,239,8.1
STX_196974564690,98.00,149,8.1
STX_196974564652,80.50,139,8.1
STX_196974564669,103.00,159,8.1
STX_196974564577,79.50,139,8.1
STX_197862008715,142.00,199,8.1
STX_197861985321,104.50,159,8.1
STX_197862024685,180.00,239,8.1
STX_197862032307,133.50,189,8.1
STX_197862020083,133.50,189,8.1
STX_197862011227,117.00,169,8.1
STX_197861994149,181.00,239,8.1
STX_197861996679,133.50,189,8.1
STX_197861988513,133.50,189,8.1
STX_197862003888,133.50,189,8.1
STX_197862000504,209.00,279,8.1
STX_197862169454,139.50,199,8.1
STX_197862170856,60.50,119,8.1
STX_197597212593,139.50,199,8.1
STX_198727641351,171.00,239,8.1
STX_198727646417,229.00,299,8.1
STX_198727643836,200.00,269,8.1
STX_198727642952,139.50,199,8.1
STX_198727643928,201.50,269,8.1
STX_198727644994,177.50,239,8.1
STX_198727647278,209.00,279,8.1
STX_198727646615,180.00,239,8.1
STX_198727643867,177.50,239,8.1
NER_198727646905,126.50,,8.1
STX_198727642280,216.50,279,8.1
STX_195243641797,200.00,259,8.1
STX_195243641711,304.50,379,8.1
STX_195243641728,304.50,379,8.1
STX_195243641773,136.00,189,8.1
STX_196152002778,180.00,239,8.1
STX_196152002716,151.00,209,8.1
STX_196152002679,102.00,159,8.1
STX_196152002785,419.00,499,8.1
STX_196152002662,133.50,189,8.1
STX_196152002693,149.50,209,8.1
STX_196152002747,211.50,279,8.1
STX_196152002655,93.00,149,8.1
STX_196152002761,299.50,369,8.1
STX_196152002709,119.50,149,8.1
STX_196152002792,419.00,499,8.1
STX_196152002686,124.50,149,8.1
STX_196152002730,68.00,129,8.1
STX_196152002754,99.50,149,8.1
STX_196152002723,119.50,149,8.1
STX_196149217574,158.50,219,8.1
STX_196149217550,225.00,299,8.1
STX_196149217451,144.50,209,8.1
STX_196149217505,148.50,209,8.1
STX_196149217581,380.00,449,8.1
STX_196149217475,192.50,259,8.1
STX_196152311542,127.00,189,8.1
STX_196152311535,87.00,139,8.1
STX_196152311559,122.00,149,8.1
STX_196152311528,64.00,129,8.1
STX_196152311511,85.50,139,8.1
STX_196152311382,132.00,189,8.1
STX_196605793321,138.50,199,8.1
STX_196605793383,168.50,239,8.1
STX_196605793314,108.00,159,8.1
STX_196605793307,187.50,249,8.1
STX_196605793406,123.50,149,8.1
STX_196605793369,95.50,149,8.1
STX_196605793499,139.50,199,8.1
STX_196605793444,175.00,239,8.1
STX_196605793376,98.00,149,8.1
STX_196605793482,185.00,249,8.1
STX_196605879605,122.00,149,8.1
STX_196605879636,105.50,159,8.1
STX_196605879582,133.50,189,8.1
STX_196605879599,105.50,159,8.1
STX_196605879629,151.00,209,8.1
STX_198482072018,197.50,259,8.1
STX_198482108984,248.00,319,8.1
STX_198482103149,315.50,389,8.1
STX_198482098575,177.50,239,8.1
STX_198482162283,254.00,319,8.1
STX_198482138776,268.00,339,8.1
STX_198482126186,166.00,229,8.1
STX_198482101510,166.00,229,8.1
STX_198482131036,185.00,249,8.1
STX_198482096410,166.00,229,8.1
STX_198482150396,191.00,249,8.1
STX_198482121518,225.00,299,8.1
STX_198482155728,185.00,249,8.1
STX_198482165130,196.50,259,8.1
STX_198482148652,185.00,249,8.1
STX_198482157654,212.50,279,8.1
STX_198482100858,310.50,379,8.1
STX_198482138394,222.50,289,8.1
STX_198482119898,191.00,249,8.1
STX_197859117932,133.50,189,8.1
STX_197859110001,133.50,189,8.1
STX_197859115853,133.50,189,8.1
STX_197859105540,133.50,189,8.1
STX_197859104536,133.50,189,8.1
STX_197859116355,132.00,189,8.1
STX_197859112678,133.50,189,8.1
STX_197859106578,114.50,169,8.1
STX_197859110346,132.00,189,8.1
STX_197859106592,111.00,159,8.1
STX_197859111794,133.50,189,8.1
STX_197859110407,118.50,169,8.1
STX_197859108701,133.50,189,8.1
STX_197859114900,133.50,189,8.1
STX_196153959460,152.50,219,8.1
STX_196153959446,138.50,199,8.1
STX_196153959392,192.50,259,8.1
STX_196153959415,134.50,189,8.1
STX_196153959491,87.00,139,8.1
STX_196153959408,138.50,199,8.1
STX_196153959422,108.00,159,8.1
STX_196153959453,143.50,199,8.1
STX_197859058686,156.00,219,8.1
STX_197859040858,148.50,209,8.1
STX_197859083046,142.00,199,8.1
STX_197859086962,149.50,209,8.1
STX_197859041671,156.00,219,8.1
STX_196149050751,144.50,209,8.1
STX_196149050881,104.50,159,8.1
STX_196149050843,166.00,229,8.1
STX_194502193176,243.00,319,8.1
STX_194502193305,90.50,149,8.1
STX_194502193268,133.50,189,8.1
STX_194502193213,133.50,189,8.1
STX_194502193206,186.00,249,8.1
STX_194502193244,170.00,239,8.1
STX_194502193183,107.00,159,8.1
STX_194502193282,122.00,149,8.1
STX_194502193237,83.00,139,8.1
STX_194502193251,114.50,169,8.1
STX_194502193275,98.00,149,8.1
STX_196151769979,166.00,229,8.1
STX_196151769986,160.00,219,8.1
STX_197599644880,136.00,199,8.1
STX_197599169000,134.50,189,8.1
STX_197599168140,153.50,219,8.1
STX_197599174325,214.00,279,8.1
STX_197599644910,191.00,249,8.1
STX_197599644958,193.50,259,8.1
STX_197599179252,167.50,229,8.1
STX_197599164463,214.00,279,8.1
STX_197599163251,142.00,199,8.1
STX_197599169321,214.00,279,8.1
STX_197599175216,214.00,279,8.1
STX_197599182368,157.50,219,8.1
STX_197599172901,214.00,279,8.1
STX_197599167181,156.00,219,8.1
STX_197599178200,134.50,189,8.1
STX_196968161577,109.50,159,8.1
STX_196968161638,118.50,169,8.1
STX_196968161560,185.00,249,8.1
STX_196968161614,132.00,189,8.1
STX_197599894612,183.50,249,8.1
STX_197599895091,183.50,249,8.1
STX_197599894308,183.50,249,8.1
STX_197599894278,196.50,259,8.1
STX_195240885934,383.50,459,8.1
STX_195240904901,422.50,499,8.1
STX_195240904970,447.50,519,8.1
STX_195240905021,1184.50,1329,8.1
STX_195240904963,385.00,459,8.1
STX_195240904956,1184.50,1329,8.1
STX_195240905007,441.50,519,8.1
STX_195240889468,356.00,439,8.1
STX_195240889512,603.50,699,8.1
STX_198726369805,337.00,409,8.1
STX_198726377510,219.00,289,8.1
STX_198726371877,211.50,279,8.1
STX_198726376957,225.00,299,8.1
STX_198726370085,225.00,299,8.1
STX_198726371518,210.00,279,8.1
STX_198726369591,196.50,259,8.1
STX_198726371471,224.00,289,8.1
STX_198726380497,147.00,209,8.1
STX_198726367849,156.00,219,8.1
STX_198726380442,156.00,219,8.1
STX_198726367061,185.00,249,8.1
STX_198726372386,244.00,319,8.1
STX_195870880736,236.50,309,8.1
STX_195870880750,278.00,349,8.1
STX_195870880798,254.00,319,8.1
STX_195870880699,235.00,309,8.1
STX_195870880712,109.50,159,8.1
STX_195870880774,268.00,329,8.1
STX_195870880675,225.00,299,8.1
STX_195870880682,244.00,319,8.1
STX_195870880743,209.00,279,8.1
STX_195870880729,129.50,189,8.1
STX_195870880705,144.50,209,8.1
STX_195870880668,75.50,129,8.1
STX_196149544588,327.00,399,8.1
STX_196153959620,100.50,159,8.1
STX_196153959606,141.00,199,8.1
STX_196153959590,104.50,149,8.1
STX_196153959545,117.00,169,8.1
STX_196153959552,127.00,179,8.1
STX_196153959576,143.50,199,8.1
STX_195240923117,172.50,239,8.1
STX_195240923131,214.00,279,8.1
STX_195240923018,202.50,269,8.1
STX_195240923094,288.00,359,8.1
STX_195240923070,248.00,319,8.1
STX_198727699970,133.50,189,8.1
STX_198727698355,122.00,149,8.1
STX_198727690663,271.50,339,8.1
STX_198727695378,118.50,169,8.1
STX_198727687915,108.00,159,8.1
STX_198727702243,127.00,179,8.1
STX_198727692148,202.50,269,8.1
STX_198727702359,119.50,169,8.1
STX_198727692889,271.50,339,8.1
STX_198727687250,119.50,169,8.1
STX_198727694555,99.50,149,8.1
STX_198727698812,191.00,249,8.1
STX_198727691196,156.00,219,8.1
STX_198727686253,98.00,149,8.1
STX_198727693985,271.50,339,8.1
STX_196149850436,129.50,189,8.1
STX_196149850443,95.50,149,8.1
STX_196149850467,151.00,209,8.1
STX_196149850412,104.50,159,8.1
STX_196149850405,119.50,149,8.1
STX_196149850450,122.00,149,8.1
STX_196974564751,200.00,269,8.1
STX_196974564508,166.00,229,8.1
STX_196974564645,143.50,199,8.1
STX_196974563891,141.00,199,8.1
STX_195867232227,97.00,149,8.1
STX_195867232135,227.50,299,8.1
STX_195867232197,221.50,289,8.1
STX_195867232210,133.50,189,8.1
STX_195866293229,123.50,149,8.1
STX_195866293199,132.00,189,8.1
STX_195866293182,132.00,189,8.1
STX_195866293250,248.00,319,8.1
STX_195866293175,153.50,219,8.1
STX_195866293212,209.00,279,8.1
STX_195866293274,157.50,219,8.1
STX_195866293205,111.00,159,8.1
STX_195866293243,212.50,279,8.1
STX_195866293298,176.00,239,8.1
STX_195866293311,214.00,279,8.1
STX_195866293267,162.50,229,8.1
STX_196153962248,93.00,149,8.1
STX_196153962361,310.50,379,8.1
STX_196155542035,92.00,149,8.1
STX_196155542059,117.00,169,8.1
STX_196155542011,97.00,149,8.1
STX_196155542042,97.00,149,8.1
STX_196155542028,70.50,129,8.1
STX_196155541991,128.50,189,8.1
STX_196155542004,123.50,149,8.1
STX_196155541984,193.50,259,8.1
STX_196976562731,162.50,229,8.1
STX_196976563066,100.50,159,8.1
STX_196976563813,123.50,149,8.1
STX_196976563899,124.50,149,8.1
STX_196976563684,181.00,239,8.1
STX_196976562885,166.00,229,8.1
STX_196976563851,119.50,149,8.1
STX_196976562922,118.50,169,8.1
STX_196976563981,122.00,149,8.1
STX_196976563158,287.00,359,8.1
STX_196976563844,166.00,229,8.1
STX_197860799066,147.00,209,8.1
STX_197860797222,133.50,189,8.1
STX_197860797154,95.50,149,8.1
STX_197860798441,99.50,149,8.1
STX_197860799141,105.50,159,8.1
STX_197860798489,146.00,209,8.1
STX_197860798588,147.00,209,8.1
STX_197860797390,99.50,149,8.1
STX_197860797758,107.00,159,8.1
STX_196154771771,87.00,139,8.1
STX_196154771733,88.00,139,8.1
STX_196154771801,102.00,189,8.1
STX_196154771757,104.50,159,8.1
STX_196154771764,87.00,139,8.1
STX_196154771788,88.00,139,8.1
STX_196154771795,102.00,159,8.1
STX_196154771740,270.50,339,8.1
STX_197862797084,165.00,229,8.1
STX_197862730043,163.50,229,8.1
STX_197862715927,104.50,229,8.1
STX_197862766349,180.00,239,8.1
STX_197862763096,163.50,229,8.1
STX_197862791136,128.50,189,8.1
STX_197862753035,244.00,319,8.1
STX_197862757132,136.00,189,8.1
STX_197862766158,141.00,199,8.1
STX_197862774849,225.00,299,8.1
STX_197862800272,253.00,319,8.1
STX_197600748149,98.00,149,8.1
NER_197600752382,75.50,,8.1
STX_197600749641,180.00,239,8.1
STX_197600779518,157.50,219,8.1
STX_197600787605,170.00,239,8.1
STX_197600756588,143.50,199,8.1
STX_197600786547,116.00,169,8.1
STX_197600778085,128.50,189,8.1
STX_197600768727,117.00,169,8.1
STX_197600760059,146.00,209,8.1
STX_197600764606,132.00,189,8.1
STX_197594626140,207.50,279,8.1
STX_197594624856,147.00,209,8.1
STX_197594627499,112.00,169,8.1
STX_197594627291,155.00,219,8.1
STX_196975557943,97.00,149,8.1
STX_196975564316,127.00,179,8.1
STX_196975576029,187.50,249,8.1
STX_196975555499,133.50,189,8.1
STX_196975554522,137.00,199,8.1
STX_196975569434,119.50,149,8.1
STX_196975579617,187.50,249,8.1
STX_196975563739,104.50,159,8.1
STX_196975574964,138.50,199,8.1
STX_197600061743,142.00,199,8.1
STX_197600057319,144.50,209,8.1
STX_197860798977,375.00,459,8.1
STX_197860798410,144.50,209,8.1
STX_197860798717,391.00,459,8.1
STX_197860797499,117.00,169,8.1
STX_197860797994,136.00,189,8.1
STX_197860797130,123.50,149,8.1
STX_197860798021,155.00,219,8.1
STX_197860798236,498.00,589,8.1
STX_197860799097,226.50,299,8.1
STX_197860798557,139.50,199,8.1
STX_197860797932,133.50,189,8.1
STX_197862709025,136.00,189,8.1
STX_197862749830,119.50,149,8.1
STX_197862726763,116.00,169,8.1
STX_197862765779,156.00,219,8.1
STX_197862795790,118.50,169,8.1
STX_197862724615,126.00,179,8.1
STX_197862750959,133.50,189,8.1
STX_197862703191,131.00,189,8.1
STX_197862750706,144.50,209,8.1
STX_197862704495,147.00,209,8.1
STX_197862779868,123.50,149,8.1
STX_197862755268,104.50,159,8.1
STX_197862717136,109.50,159,8.1
STX_197862782202,105.50,159,8.1
STX_197862781243,128.50,189,8.1
STX_197600753266,103.00,159,8.1
STX_197600743052,123.50,149,8.1
STX_197600764071,87.00,139,8.1
STX_197600740976,109.50,159,8.1
STX_197600747487,131.00,189,8.1
STX_197600772380,95.50,149,8.1
STX_197600764514,117.00,169,8.1
STX_197600739987,143.50,199,8.1
STX_197600780767,95.50,149,8.1
STX_196150033583,116.00,169,8.1
STX_196150033576,100.50,159,8.1
STX_196150033569,83.00,139,8.1
STX_196150033552,94.50,149,8.1
STX_196150033538,108.00,159,8.1
STX_196150033545,136.00,189,8.1
STX_196150033521,1251.00,1399,8.1
STX_197593654434,214.00,279,8.1
STX_197593628534,127.00,189,8.1
STX_197593658159,334.50,409,8.1
STX_197593623065,158.50,219,8.1
STX_197593622945,160.00,219,8.1
STX_197593643148,149.50,209,8.1
STX_197593625601,185.00,249,8.1
STX_197593628374,207.50,279,8.1
STX_197593646101,152.50,209,8.1
STX_197596227420,142.00,199,8.1
STX_197596702217,187.50,249,8.1
STX_197596732702,108.00,159,8.1
NER_197596391350,75.50,,8.1
STX_197596331127,178.50,239,8.1
STX_197598605202,187.50,249,8.1
STX_197596779417,93.00,149,8.1
STX_197596853391,116.00,169,8.1
STX_197596171921,138.50,199,8.1
STX_197596930658,156.00,219,8.1
STX_197596378030,142.00,199,8.1
STX_197596565331,133.50,189,8.1
STX_197593623782,167.50,229,8.1
STX_197593653475,437.50,509,8.1
STX_197593634412,243.00,319,8.1
STX_197593651198,191.00,249,8.1
STX_197593646743,146.00,209,8.1
STX_197593641380,200.00,259,8.1
STX_196976562786,92.00,149,8.1
STX_196976562939,142.00,199,8.1
STX_196976563097,195.00,259,8.1
STX_196976563578,69.50,129,8.1
STX_196976562816,118.50,169,8.1
STX_196976563431,95.50,149,8.1
STX_196976564186,88.00,139,8.1
STX_196976563530,92.00,149,8.1
STX_197600752184,93.00,149,8.1
STX_197600748095,97.00,149,8.1
STX_197600773660,127.00,189,8.1
STX_197600750173,107.00,159,8.1
STX_197600781986,108.00,159,8.1
STX_197600783263,90.50,169,8.1
STX_197600741737,79.50,139,8.1
STX_197600773189,100.50,159,8.1
STX_197600751699,99.50,149,8.1
STX_197600766334,93.00,149,8.1
STX_197600765672,77.00,139,8.1
STX_197602593150,181.00,239,8.1
STX_197602580785,181.00,239,8.1
STX_197602582079,122.00,149,8.1
STX_197602587807,181.00,239,8.1
STX_197602587234,122.00,149,8.1
STX_196152010520,243.00,319,8.1
STX_196152010568,132.00,189,8.1
STX_197862740196,107.00,159,8.1
STX_197862795103,149.50,209,8.1
STX_197862786460,151.00,209,8.1
STX_197862740899,107.00,159,8.1
STX_197862787788,151.00,209,8.1
STX_197862763638,107.00,159,8.1
STX_197862751888,166.00,229,8.1
STX_196969051143,80.50,139,8.1
STX_196969051129,276.50,339,8.1
STX_196969051020,178.50,239,8.1
STX_196969051105,271.50,339,8.1
STX_196969051082,202.50,269,8.1
STX_196969051099,224.00,289,8.1
STX_196969051013,212.50,279,8.1
STX_197598626023,124.50,149,8.1
STX_197596542950,126.00,179,8.1
STX_197596181357,111.00,159,8.1
STX_197596376685,185.00,249,8.1
STX_197598756843,190.00,249,8.1
STX_197860797871,114.50,169,8.1
STX_197860797956,98.00,149,8.1
STX_197860798120,136.00,189,8.1
STX_197860797628,114.50,169,8.1
STX_197860799127,93.00,149,8.1
STX_197860798373,114.50,169,8.1
STX_197860798809,323.50,399,8.1
STX_197860797376,114.50,169,8.1
STX_197860797109,139.50,199,8.1
STX_197860797802,114.50,169,8.1
STX_197860797161,122.00,149,8.1
STX_196605832990,70.50,129,8.1
STX_196605832976,98.00,149,8.1
STX_196605833010,165.00,229,8.1
STX_196605832983,88.00,139,8.1
STX_196605833027,124.50,149,8.1
STX_195244240838,163.50,229,8.1
STX_195244240876,55.50,119,8.1
STX_195244240821,156.00,219,8.1
STX_195244240869,123.50,149,8.1
STX_196968229901,133.50,189,8.1
STX_196968229963,122.00,149,8.1
STX_196968229918,118.50,169,8.1
STX_196968229994,100.50,159,8.1
STX_196968229956,137.00,199,8.1
STX_196968229871,126.00,179,8.1
STX_196968229949,100.50,159,8.1
STX_196968230006,191.00,249,8.1
STX_196968229925,136.00,189,8.1
STX_196968229895,122.00,149,8.1
STX_196968229864,202.50,269,8.1
STX_196155742459,116.00,169,8.1
STX_196155742497,241.50,319,8.1
STX_196155742473,241.50,319,8.1
STX_196155742503,168.50,239,8.1
STX_195238100575,126.00,179,8.1
STX_195238100544,149.50,209,8.1
STX_195238100537,196.50,259,8.1
STX_195238100520,103.00,159,8.1
STX_195238100513,314.50,389,8.1
STX_196152647306,166.00,229,8.1
STX_196152647436,158.50,219,8.1
STX_196152647467,142.00,319,8.1
STX_196152647313,207.50,279,8.1
STX_196152647368,207.50,279,8.1
STX_196152647443,127.00,189,8.1
STX_196152647412,171.00,239,8.1
STX_196152647382,127.00,189,8.1
STX_196152647481,156.00,219,8.1
STX_196152647405,141.00,199,8.1
STX_196152647375,111.00,159,8.1
STX_196152647283,97.00,149,8.1
STX_196152647429,292.00,359,8.1
STX_196152647399,176.00,239,8.1
STX_196152647320,146.00,209,8.1
STX_196977293979,155.00,219,8.1
STX_196977287008,243.00,319,8.1
STX_196977309267,155.00,219,8.1
STX_196977311079,158.50,219,8.1
STX_196977293757,144.50,209,8.1
STX_197600757707,180.00,239,8.1
STX_197600765313,162.50,229,8.1
STX_197600750166,121.00,149,8.1
STX_197600787452,116.00,169,8.1
STX_197600747197,117.00,169,8.1
STX_197600752825,132.00,189,8.1
STX_196152776464,248.00,319,8.1
STX_196608406266,166.00,229,8.1
STX_196608406273,87.00,139,8.1
STX_196608406297,138.50,199,8.1
STX_196608406280,133.50,189,8.1
STX_196608406259,121.00,149,8.1
STX_196154689045,133.50,189,8.1
STX_196154688956,127.00,189,8.1
STX_196154688994,141.00,199,8.1
STX_196154689199,88.00,139,8.1
STX_196154689151,95.50,149,8.1
STX_196154689144,197.50,259,8.1
STX_196154689205,119.50,149,8.1
STX_196154689182,128.50,189,8.1
STX_196154689212,117.00,169,8.1
STX_196154689175,70.50,129,8.1
STX_196149535531,122.00,149,8.1
STX_196149536033,117.00,169,8.1
STX_196149536057,128.50,189,8.1
STX_196149536064,117.00,169,8.1
STX_196149536026,117.00,169,8.1
STX_196149536071,93.00,149,8.1
STX_195242064115,121.00,149,8.1
STX_195242064108,139.50,199,8.1
STX_195242064085,361.00,439,8.1
STX_195242064146,128.50,189,8.1
STX_195242064078,294.50,369,8.1
STX_195242064207,143.50,199,8.1
STX_195242064122,89.50,149,8.1
STX_195242064184,193.50,259,8.1
STX_195242064153,127.00,189,8.1
STX_195242064221,166.00,229,8.1
STX_195242064139,103.00,159,8.1
STX_194957395323,152.50,219,8.1
STX_194957395286,131.00,189,8.1
STX_194957395316,137.00,199,8.1
STX_194957395279,93.00,149,8.1
STX_196604394208,190.00,249,8.1
STX_196604394369,165.00,229,8.1
STX_196604756969,209.00,279,8.1
STX_196604394307,172.50,239,8.1
STX_196604394253,141.00,199,8.1
STX_196604394277,139.50,199,8.1
STX_196604394260,98.00,149,8.1
STX_196604394345,199.00,259,8.1
STX_196604394246,98.00,149,8.1
STX_196604394215,139.50,199,8.1
STX_196604394352,197.50,259,8.1
STX_196604394321,171.00,239,8.1
STX_196604394239,122.00,149,8.1
STX_196149779102,97.00,149,8.1
STX_196149779089,195.00,259,8.1
STX_198487160826,114.50,169,8.1
STX_198487154856,114.50,169,8.1
NER_198487152050,126.50,,8.1
STX_198487152425,114.50,169,8.1
STX_198487146585,151.00,209,8.1
STX_198487147674,123.50,149,8.1
STX_198487146912,114.50,169,8.1
STX_196969500832,162.50,229,8.1
STX_196969500795,167.50,239,8.1
STX_196969500818,167.50,239,8.1
STX_196969500801,128.50,189,8.1
STX_197863992976,85.50,139,8.1
STX_197863994017,165.00,229,8.1
STX_197863994475,151.00,209,8.1
STX_197863995625,187.50,249,8.1
STX_198486880077,181.00,239,8.1
STX_198486877107,178.50,239,8.1
STX_198486798884,155.00,219,8.1
STX_198486872362,187.50,249,8.1
STX_198486836456,227.50,299,8.1
STX_198486802369,185.00,249,8.1
STX_198486857680,132.00,189,8.1
STX_198486870047,127.00,179,8.1
STX_198486880121,175.00,239,8.1
STX_198486818551,182.50,249,8.1
STX_196154498821,105.50,159,8.1
STX_196154498852,119.50,169,8.1
STX_196154498845,136.00,189,8.1
STX_197600775336,170.00,239,8.1
STX_197600756502,170.00,239,8.1
STX_197600775978,152.50,209,8.1
STX_197600782723,160.00,219,8.1
STX_197600779945,138.50,199,8.1
STX_197600767997,214.00,279,8.1
STX_197600750234,134.50,189,8.1
STX_197600768758,185.00,249,8.1
STX_197600768376,77.00,139,8.1
STX_197600767218,139.50,199,8.1
STX_197600784154,185.00,249,8.1
STX_196969064860,128.50,189,8.1
STX_196969064945,178.50,239,8.1
STX_196969064891,209.00,279,8.1
STX_197864012604,225.00,299,8.1
STX_197864083956,271.50,339,8.1
STX_197864067727,212.50,279,8.1
STX_197864011065,141.00,199,8.1
STX_196149223377,226.50,299,8.1
STX_196149223438,139.50,199,8.1
STX_196149223360,137.00,199,8.1
STX_196149223445,167.50,239,8.1
STX_196149223391,137.00,199,8.1
STX_196149223452,103.00,139,8.1
STX_196149223469,158.50,219,8.1
STX_196149223407,131.00,189,8.1
STX_196149223421,163.50,229,8.1
STX_196149223353,185.00,249,8.1
STX_196149223384,103.00,159,8.1
STX_196149223414,109.50,159,8.1
STX_196608076353,112.00,169,8.1
STX_196608076414,172.50,239,8.1
STX_196608076315,93.00,149,8.1
STX_196608076421,165.00,229,8.1
STX_196608076285,141.00,199,8.1
STX_196608076384,131.00,189,8.1
STX_196608076308,116.00,169,8.1
STX_196608076322,127.00,179,8.1
STX_196608076346,109.50,159,8.1
STX_196608076407,94.50,149,8.1
STX_196608076292,176.00,239,8.1
STX_196608076377,77.00,139,8.1
STX_196975572496,352.00,429,8.1
STX_196975585335,162.50,229,8.1
STX_196975578801,163.50,229,8.1
STX_196975575978,214.00,279,8.1
STX_196975898657,212.50,279,8.1
STX_196975562589,190.00,249,8.1
STX_196975898916,111.00,159,8.1
STX_196975572502,139.50,199,8.1
STX_196975585397,139.50,199,8.1
STX_196975555895,214.00,279,8.1
STX_196975896615,207.50,279,8.1
STX_196975576739,163.50,229,8.1
STX_196605326024,222.50,289,8.1
STX_196604396561,109.50,159,8.1
STX_196604396547,72.00,129,8.1
STX_196604396585,98.00,149,8.1
STX_196604396653,151.00,209,8.1
STX_196604396554,116.00,169,8.1
STX_196604396622,181.00,239,8.1
STX_196604396578,160.00,219,8.1
STX_196605326055,160.00,219,8.1
STX_196604396639,158.50,219,8.1
STX_196604396592,127.00,179,8.1
STX_196604396684,138.50,199,8.1
STX_196153968882,144.50,209,8.1
STX_196153968929,190.00,249,8.1
STX_196153968936,168.50,239,8.1
STX_196153968974,168.50,239,8.1
STX_196153968868,156.00,219,8.1
STX_196153968950,288.00,359,8.1
STX_196153968899,104.50,159,8.1
STX_196609867776,216.50,289,8.1
STX_195869032351,129.50,189,8.1
STX_195869032344,152.50,209,8.1
STX_196975584680,141.00,199,8.1
NER_196975559022,75.50,,8.1
STX_196975584697,129.50,189,8.1
STX_196975574582,212.50,279,8.1
STX_196975583720,155.00,219,8.1
STX_196975554423,156.00,219,8.1
STX_196975557813,157.50,219,8.1
STX_196975576050,111.00,159,8.1
STX_196975565887,156.00,219,8.1
STX_196975584710,156.00,219,8.1
STX_195244741601,227.50,299,8.1
STX_195238099855,108.00,159,8.1
STX_195238099848,270.50,339,8.1
STX_195238099763,144.50,209,8.1
STX_195238099909,88.00,139,8.1
STX_195238099770,104.50,159,8.1
STX_195238099862,104.50,159,8.1
STX_195238099817,151.00,209,8.1
STX_195238099800,77.00,139,8.1
STX_197600781436,104.50,159,8.1
STX_197600753945,134.50,189,8.1
STX_197600749504,176.00,239,8.1
STX_197600766976,107.00,159,8.1
STX_197600758438,131.00,189,8.1
STX_197600769090,107.00,159,8.1
STX_197600752849,104.50,159,8.1
STX_197600753228,102.00,159,8.1
STX_197863494609,98.00,149,8.1
STX_197863573090,105.50,159,8.1
STX_197863493060,114.50,169,8.1
STX_197863569765,114.50,169,8.1
STX_196609334452,117.00,169,8.1
STX_196609334513,99.50,149,8.1
STX_196609334544,182.50,239,8.1
STX_196609334537,156.00,219,8.1
STX_196609334568,108.00,159,8.1
STX_196609334438,165.00,229,8.1
STX_196609334575,133.50,189,8.1
STX_196609334490,113.50,169,8.1
STX_196609334506,131.00,189,8.1
STX_196609334469,118.50,169,8.1
STX_196609334483,144.50,209,8.1
STX_197862753349,109.50,159,8.1
STX_197862794175,102.00,159,8.1
STX_197862794663,112.00,169,8.1
STX_197862730579,88.00,139,8.1
STX_197862739367,98.00,149,8.1
STX_195870874056,201.50,269,8.1
STX_195870873950,152.50,209,8.1
STX_195870873974,317.00,389,8.1
STX_195870874094,243.00,319,8.1
STX_195870874032,187.50,249,8.1
STX_195870874001,254.00,319,8.1
STX_195870873998,288.00,359,8.1
STX_195870874018,183.50,249,8.1
STX_197599678571,107.00,159,8.1
STX_197599680512,122.00,149,8.1
STX_197599681502,94.50,149,8.1
STX_197599681618,122.00,149,8.1
STX_197599679134,144.50,209,8.1
STX_197599681601,176.00,239,8.1
STX_197599682073,122.00,149,8.1
STX_197599681427,131.00,189,8.1
STX_197599679912,114.50,169,8.1
STX_197599679875,114.50,169,8.1
STX_197599681236,381.00,449,8.1
STX_197861997027,266.50,329,8.1
STX_197862013238,202.50,269,8.1
STX_197861999083,134.50,189,8.1
STX_197861979573,165.00,229,8.1
STX_197862004885,217.50,289,8.1
STX_196976428310,146.00,209,8.1
STX_196976429744,195.00,259,8.1
STX_198481329861,138.50,199,8.1
STX_198481351671,157.50,219,8.1
STX_198481331543,144.50,209,8.1
