ProviderKey,PurchasePriceExclVat_CHF,SuggestedRetailPriceInclVat_CHF,VatRatePercentage
STX_198480891055,160.00,209,8.1
STX_195751193405,581.00,669,8.1
STX_193101132364,142.00,199,8.1
STX_198328673973,173.50,239,8.1
STX_195748164173,74.50,129,8.1
STX_196149619910,225.00,299,8.1
STX_197615392788,323.50,399,8.1
STX_193657442948,1183.50,1329,8.1
STX_197803682547,72.00,129,8.1
STX_197862762723,172.50,239,8.1
STX_198487717365,219.00,289,8.1
STX_194497748597,187.50,249,8.1
STX_194500842120,294.50,369,8.1
STX_198321600730,133.50,229,8.1
STX_198481237685,327.00,399,8.1
STX_194272277366,337.00,409,8.1
STX_196464639891,432.50,509,8.1
STX_198729536860,265.50,329,8.1
STX_193145544666,162.50,229,8.1
STX_194713940125,144.50,209,8.1
STX_761020417178,232.50,309,8.1
STX_198323766953,610.00,699,8.1
STX_195734278495,271.50,339,8.1
STX_193150681462,329.50,409,8.1
NER_198686844527,84.50,,8.1
STX_889002611014,173.50,239,8.1
STX_198727564827,161.00,3319,8.1
STX_197862170542,222.50,289,8.1
STX_826215903628,669.00,769,8.1
STX_197594624276,117.00,169,8.1
STX_198959267589,225.00,299,8.1
STX_192763069711,701.50,809,8.1
STX_195242674185,225.00,289,8.1
STX_197859411993,153.50,219,8.1
STX_197375740737,305.50,379,8.1
STX_198728748561,283.00,349,8.1
STX_888755367575,109.50,159,8.1
STX_197376752517,304.50,379,8.1
STX_197777539793,226.50,299,8.1
STX_198730758886,188.50,229,8.1
STX_198689493586,177.50,239,8.1
STX_196976338138,139.50,199,8.1
STX_198686595740,156.00,219,8.1
STX_195739784649,891.50,1009,8.1
STX_193657548152,188.50,249,8.1
STX_193105916755,128.50,189,8.1
STX_196432398720,211.50,279,8.1
STX_197602689808,216.50,289,8.1
STX_197600823969,139.50,629,8.1
STX_198481086757,136.00,189,8.1
STX_198726384815,210.00,279,8.1
STX_889767252347,128.50,189,8.1
STX_196473281852,187.50,249,8.1
STX_196969109899,144.50,209,8.1
STX_195237554928,191.00,249,8.1
STX_197597308630,193.50,259,8.1
STX_196629976854,326.00,399,8.1
STX_194432127609,222.50,289,8.1
STX_197323843480,214.00,279,8.1
STX_193152236233,192.50,259,8.1
STX_195238841591,167.50,239,8.1
STX_197593618931,395.00,469,8.1
NER_198720280588,186.50,,8.1
STX_198729624710,162.50,229,8.1
STX_198266446868,94.50,149,8.1
STX_197777540898,178.50,239,8.1
STX_198730461274,219.00,289,8.1
STX_193152335837,276.50,339,8.1
STX_198728902642,117.00,169,8.1
STX_198482468903,112.00,169,8.1
STX_198687187982,730.50,839,8.1
STX_883419210433,187.50,249,8.1
STX_196432332908,210.00,279,8.1
STX_192825772603,214.00,279,8.1
STX_196155954401,328.50,399,8.1
STX_195292448842,89.50,149,8.1
STX_198731370537,220.00,289,8.1
STX_197593677235,210.00,279,8.1
STX_197602998054,132.00,189,8.1
STX_194501067102,293.00,359,8.1
STX_197863861869,193.50,259,8.1
STX_197611108130,144.50,209,8.1
STX_197860416628,195.00,259,8.1
STX_198729245397,192.50,259,8.1
STX_195739897134,282.00,349,8.1
STX_193148243955,618.50,719,8.1
STX_196471842086,226.50,299,8.1
STX_195173958705,157.50,219,8.1
STX_886915409950,181.00,239,8.1
STX_196969464240,181.00,239,8.1
STX_194432691490,259.00,319,8.1
STX_198729045447,156.00,219,8.1
STX_198729280800,104.50,159,8.1
STX_197600759725,201.50,399,8.1
STX_196608411239,199.00,259,8.1
STX_197862148275,132.00,189,8.1
NER_198687891643,177.50,,8.1
STX_196604823791,133.50,189,8.1
STX_194956805120,240.50,309,8.1
STX_198731115060,234.00,309,8.1
STX_194498268834,182.50,239,8.1
STX_198726908769,209.00,279,8.1
STX_198482538101,259.00,319,8.1
STX_198729546548,230.00,299,8.1
STX_197620163106,288.00,589,8.1
STX_198729549815,229.00,289,8.1
STX_883212660749,245.50,319,8.1
STX_197600821620,157.50,219,8.1
STX_198959680920,219.00,289,8.1
STX_198486034173,258.00,319,8.1
STX_195747734711,217.50,289,8.1
STX_197602664089,127.00,179,8.1
STX_198330565754,235.00,309,8.1
STX_198729659590,320.50,399,8.1
STX_191977067667,240.50,309,8.1
STX_197863566108,222.50,289,8.1
STX_198726454723,117.00,169,8.1
STX_196074762606,190.00,249,8.1
NER_198729331540,135.50,,8.1
STX_198727697211,253.00,319,8.1
STX_198731208571,300.50,369,8.1
STX_197593674265,221.50,289,8.1
STX_193145976146,227.50,299,8.1
STX_194498136515,343.50,419,8.1
STX_198728389993,136.00,189,8.1
STX_196152948380,191.00,249,8.1
STX_198329395423,161.00,229,8.1
STX_191037289022,158.50,219,8.1
STX_196607709603,300.50,369,8.1
STX_197860417915,202.50,269,8.1
STX_197298409438,148.50,209,8.1
STX_197597363516,121.00,149,8.1
NER_198328831618,160.50,,8.1
STX_198958748515,238.00,309,8.1
STX_197614816728,297.00,679,8.1
STX_198330569509,334.50,409,8.1
STX_191028977327,167.50,239,8.1
STX_198488581095,190.00,249,8.1
STX_198605523014,334.50,409,8.1
STX_195869084671,293.00,369,8.1
STX_888593369687,245.50,319,8.1
STX_198729262530,222.50,289,8.1
STX_198481594634,209.00,279,8.1
STX_193147963045,210.00,279,8.1
STX_198726503971,166.00,229,8.1
NER_198729841797,101.50,,8.1
STX_198483560422,190.00,249,8.1
STX_197298620079,167.50,229,8.1
STX_194498336717,248.00,319,8.1
STX_197602700220,171.00,239,8.1
STX_193154382402,149.50,209,8.1
STX_194436138137,230.00,299,8.1
STX_191885308708,432.50,509,8.1
STX_198481199327,187.50,249,8.1
STX_194905713803,111.00,159,8.1
STX_888408127853,225.00,299,8.1
STX_198729523747,230.00,299,8.1
STX_198729533814,271.50,339,8.1
STX_191984384788,158.50,219,8.1
STX_197625043649,250.50,329,8.1
STX_199023012197,137.00,199,8.1
STX_197601973113,558.50,649,8.1
STX_193658323543,294.50,369,8.1
STX_198481238422,327.00,399,8.1
STX_887749147537,114.50,169,8.1
NER_198729158888,109.50,,8.1
STX_198729544766,221.50,289,8.1
STX_197859622542,193.50,259,8.1
STX_198321193706,146.00,209,8.1
NER_198728763731,126.50,,8.1
STX_198963853983,313.00,389,8.1
STX_195747882184,100.50,159,8.1
STX_197597064147,206.50,269,8.1
STX_197593753861,323.50,399,8.1
STX_193151912350,188.50,249,8.1
STX_197602915587,143.50,199,8.1
STX_196475553612,170.00,239,8.1
STX_197323843794,214.00,279,8.1
STX_198730786643,464.00,549,8.1
STX_196071180274,363.50,439,8.1
STX_198482635701,220.00,289,8.1
STX_198959552968,240.50,309,8.1
STX_195734536991,156.00,219,8.1
STX_196153307223,111.00,159,8.1
NER_198688529781,84.50,,8.1
STX_196149466088,305.50,379,8.1
STX_197600515857,161.00,229,8.1
STX_197298483728,207.50,269,8.1
STX_191532543063,251.50,319,8.1
STX_198730756417,137.00,199,8.1
STX_198484285102,220.00,289,8.1
STX_195020787922,231.50,299,8.1
STX_198729064608,187.50,249,8.1
STX_198269978663,222.50,289,8.1
STX_197863186740,333.50,449,8.1
STX_191031309191,415.00,489,8.1
STX_194502108125,162.50,229,8.1
STX_197621461409,133.50,189,8.1
STX_197863336954,186.00,249,8.1
STX_194811576752,128.50,189,8.1
STX_193656933836,563.50,739,8.1
STX_197863488400,222.50,289,8.1
STX_197859676507,214.00,279,8.1
STX_198729060938,187.50,249,8.1
STX_198483533426,204.00,269,8.1
STX_195292632104,121.00,149,8.1
STX_198959981607,180.00,239,8.1
STX_840419930785,181.00,239,8.1
STX_888755367728,221.50,289,8.1
STX_191887970569,180.00,239,8.1
STX_197862662825,225.00,299,8.1
STX_197621519025,126.00,179,8.1
STX_195735495976,93.00,149,8.1
STX_194433565844,187.50,249,8.1
STX_900242922019,300.50,389,8.1
STX_198481304165,103.00,159,8.1
STX_198958199935,476.50,559,8.1
STX_198482895877,293.00,359,8.1
STX_192500577516,94.50,149,8.1
STX_192410894390,156.00,219,8.1
STX_198481300693,231.50,299,8.1
STX_197599812692,136.00,189,8.1
STX_198689851379,569.50,659,8.1
STX_886060257062,406.00,479,8.1
STX_198729530585,229.00,289,8.1
STX_198727564759,226.50,299,8.1
STX_197614834449,456.50,539,8.1
STX_197594240742,147.00,209,8.1
STX_199310157976,182.50,249,8.1
STX_194436138144,178.50,239,8.1
STX_199310124985,276.50,359,8.1
STX_198731199640,504.50,559,8.1
STX_198323273802,87.00,139,8.1
STX_194498950906,366.00,449,8.1
STX_198488054445,328.50,399,8.1
STX_196154173810,238.00,309,8.1
STX_197862846799,271.50,339,8.1
STX_091201052646,202.50,269,8.1
STX_198730926582,288.00,359,8.1
STX_198958722478,271.50,339,8.1
STX_197859078448,121.00,199,8.1
NER_198687903919,143.50,,8.1
STX_195869091303,177.50,339,8.1
STX_197617490499,129.50,189,8.1
STX_888757563340,211.50,279,8.1
STX_198486849333,158.50,219,8.1
STX_194957391332,238.00,309,8.1
STX_198959286368,122.00,149,8.1
STX_198686217383,185.00,249,8.1
STX_197620789368,196.50,259,8.1
STX_889698460910,63.00,119,8.1
STX_196969572440,187.50,249,8.1
STX_195866465497,251.50,319,8.1
STX_197609761002,196.50,259,8.1
STX_885166033143,328.50,399,8.1
STX_197601933483,151.00,209,8.1
STX_198728480386,222.50,289,8.1
STX_198486680295,133.50,539,8.1
STX_198445544736,264.00,329,8.1
STX_196071324043,303.00,369,8.1
STX_190665375794,292.00,359,8.1
STX_196472079740,225.00,299,8.1
STX_198726878499,219.00,289,8.1
STX_197804709427,295.50,369,8.1
STX_197626436242,170.00,239,8.1
STX_198330337481,229.00,299,8.1
STX_197860771307,121.00,149,8.1
STX_882801573965,248.00,319,8.1
STX_198487713176,248.00,319,8.1
STX_195907077825,441.50,519,8.1
STX_196471824372,165.00,229,8.1
STX_197612153559,132.00,189,8.1
STX_198327010496,168.50,239,8.1
STX_198726575091,165.00,229,8.1
NER_198266431611,177.50,,8.1
STX_198729515575,229.00,299,8.1
STX_196968544783,214.00,279,8.1
STX_197862104219,386.00,459,8.1
STX_198730286518,222.50,289,8.1
STX_196974564195,156.00,219,8.1
STX_198729083180,196.50,259,8.1
STX_198720070639,224.00,289,8.1
STX_191886421031,441.50,519,8.1
NER_198688530268,126.50,,8.1
STX_198726867882,114.50,169,8.1
STX_191142501736,196.50,259,8.1
STX_197621326500,158.50,219,8.1
STX_196471554545,157.50,219,8.1
STX_194815824293,111.00,159,8.1
STX_198686670089,333.50,409,8.1
STX_191888285181,373.50,459,8.1
STX_675911798034,357.00,439,8.1
STX_197863543116,199.00,259,8.1
STX_198729100719,206.50,269,8.1
STX_198324352735,270.50,339,8.1
STX_194500817227,197.50,269,8.1
STX_886454424308,133.50,189,8.1
NER_198729219350,109.50,,8.1
STX_197375466712,137.00,199,8.1
STX_197778981119,105.50,159,8.1
STX_197859134816,157.50,219,8.1
STX_197593702791,53.00,109,8.1
STX_197595751582,168.50,239,8.1
STX_885681912688,244.00,319,8.1
STX_198321131555,299.50,369,8.1
STX_199023263407,126.00,179,8.1
STX_197600175822,171.00,239,8.1
STX_194501267021,993.50,1129,8.1
STX_196151692635,109.50,159,8.1
STX_198730490670,152.50,209,8.1
STX_840419918691,207.50,269,8.1
STX_198728751868,248.00,319,8.1
STX_196152775320,304.50,379,8.1
STX_666003329229,293.00,359,8.1
STX_194496027273,89.50,149,8.1
STX_195441850045,191.00,249,8.1
STX_197615123924,82.00,139,8.1
STX_198726874781,193.50,259,8.1
STX_194433008594,98.00,229,8.1
STX_194814574724,181.00,239,8.1
STX_198958752772,196.50,259,8.1
STX_197598890226,105.50,679,8.1
STX_194816368352,207.50,269,8.1
STX_197323843381,214.00,279,8.1
STX_194816776560,121.00,149,8.1
STX_196432441242,137.00,189,8.1
STX_196154173803,230.00,299,8.1
STX_198486130851,204.00,269,8.1
STX_197600901834,122.00,149,8.1
STX_191039127476,246.50,319,8.1
STX_198729522771,229.00,299,8.1
STX_192611592682,94.50,149,8.1
NER_198689678365,237.50,,8.1
STX_190541574761,328.50,399,8.1
STX_198729278586,220.00,289,8.1
STX_197595480871,167.50,229,8.1
STX_840250326365,292.00,359,8.1
STX_887230239970,386.00,459,8.1
STX_888407130304,240.50,309,8.1
STX_196608320142,214.00,279,8.1
STX_198731113547,845.00,959,8.1
STX_884726704318,1471.00,1649,8.1
STX_198484337542,82.00,139,8.1
STX_198730319582,195.00,259,8.1
STX_198958905154,171.00,239,8.1
STX_195244530762,270.50,339,8.1
STX_198729520753,265.50,329,8.1
STX_196149219165,235.00,309,8.1
STX_697589012472,185.00,259,8.1
STX_197602346695,442.50,519,8.1
STX_196152948243,191.00,249,8.1
STX_194433812931,143.50,199,8.1
STX_826215529927,122.00,149,8.1
STX_198730289496,248.00,319,8.1
STX_195020901793,289.50,359,8.1
STX_196149542089,103.00,159,8.1
STX_197863547626,187.50,249,8.1
STX_197594625808,171.00,239,8.1
NER_198480961284,109.50,,8.1
STX_198324918887,180.00,239,8.1
STX_196153740549,204.00,269,8.1
STX_195441021797,235.00,309,8.1
STX_198959676220,320.50,399,8.1
STX_197298987493,142.00,199,8.1
STX_198728787188,229.00,299,8.1
STX_195740031312,69.50,129,8.1
STX_197594843189,168.50,239,8.1
STX_197673524558,204.00,269,8.1
STX_886059306443,264.00,329,8.1
STX_193153782197,328.50,399,8.1
STX_884776988560,202.50,269,8.1
NER_198729785800,143.50,,8.1
STX_198321706951,133.50,189,8.1
STX_199023007933,215.00,279,8.1
STX_198958756480,264.00,329,8.1
STX_195240891249,405.00,479,8.1
STX_198958485878,220.00,289,8.1
STX_197593779410,104.50,199,8.1
STX_198731351697,142.00,199,8.1
STX_198729560131,229.00,299,8.1
STX_196975439386,216.50,279,8.1
STX_197298727334,199.00,259,8.1
STX_196152244123,142.00,199,8.1
STX_195245485726,246.50,319,8.1
STX_198729774590,271.50,339,8.1
STX_198729053473,215.00,279,8.1
STX_198486115728,197.50,259,8.1
STX_198487999334,305.50,379,8.1
STX_198482833725,221.50,289,8.1
STX_196265206919,137.00,229,8.1
STX_190665570519,349.50,429,8.1
STX_196478159637,87.00,139,8.1
STX_197863029665,261.50,329,8.1
STX_198689520015,185.00,249,8.1
STX_197599183105,133.50,189,8.1
STX_196608414148,108.00,159,8.1
STX_196152171856,173.50,239,8.1
STX_193154109443,165.00,229,8.1
STX_195238794927,182.50,239,8.1
STX_198727881498,124.50,149,8.1
STX_191533317410,147.00,209,8.1
STX_198266670928,484.00,569,8.1
STX_194434698787,175.00,239,8.1
STX_196149619651,210.00,279,8.1
STX_888977969502,119.50,149,8.1
STX_190308676431,180.00,239,8.1
STX_197599990956,149.50,209,8.1
STX_197602679816,314.50,389,8.1
STX_197859111541,122.00,149,8.1
STX_194887004647,82.00,139,8.1
STX_197614861582,80.50,139,8.1
STX_191526982090,133.50,189,8.1
STX_197298995832,517.00,279,8.1
NER_199063459570,135.50,,8.1
STX_198483421945,230.00,299,8.1
STX_194955869505,151.00,209,8.1
STX_198322536731,567.00,649,8.1
STX_196572907189,292.00,379,8.1
STX_198729546753,358.50,459,8.1
STX_198485857759,240.50,309,8.1
STX_198485528789,183.50,249,8.1
STX_198482835293,292.00,359,8.1
STX_198481311507,127.00,659,8.1
STX_197593742209,210.00,279,8.1
STX_195741943492,225.00,299,8.1
STX_198688721215,347.00,429,8.1
STX_197859158348,168.50,239,8.1
STX_198481291984,144.50,209,8.1
STX_196977658280,170.00,299,8.1
STX_195869169347,104.50,159,8.1
STX_197614920609,530.50,619,8.1
STX_198484340917,229.00,299,8.1
STX_194789547563,171.00,239,8.1
STX_840419928966,118.50,269,8.1
STX_195244302000,254.00,319,8.1
STX_194502108149,134.50,189,8.1
STX_198730788081,894.00,1019,8.1
STX_885177824747,240.50,459,8.1
STX_197597113593,444.00,519,8.1
NER_198686844671,109.50,,8.1
STX_194494929012,132.00,189,8.1
STX_197862903539,240.50,309,8.1
STX_198960673287,300.50,369,8.1
STX_198959747357,196.50,259,8.1
STX_193145561915,564.50,249,8.1
STX_195244382019,339.50,429,8.1
STX_195868996517,156.00,219,8.1
STX_198729253750,244.00,249,8.1
STX_198958750365,171.00,239,8.1
STX_197596213621,219.00,289,8.1
NER_198729638366,211.50,,8.1
STX_198729505866,265.50,329,8.1
STX_197225754761,142.00,199,8.1
STX_191985130773,171.00,239,8.1
STX_196472199974,373.50,459,8.1
STX_197602675436,234.00,299,8.1
NER_197615828690,118.50,,8.1
STX_196150079598,248.00,319,8.1
STX_196969070274,193.50,259,8.1
STX_198729871213,1098.00,1239,8.1
STX_198480902485,617.50,709,8.1
STX_198959681422,318.00,389,8.1
STX_196153961944,240.50,309,8.1
STX_190309478027,273.00,339,8.1
STX_198729513205,230.00,299,8.1
STX_195740277819,166.00,229,8.1
STX_192500794302,170.00,239,8.1
STX_198729547224,265.50,329,8.1
STX_194499062738,240.50,309,8.1
STX_198482829605,293.00,359,8.1
STX_194433516860,188.50,249,8.1
STX_197065214722,56.50,119,8.1
STX_198728749025,285.50,359,8.1
STX_195243685647,441.50,519,8.1
STX_198729766861,290.50,359,8.1
STX_194958134990,317.00,399,8.1
STX_198729242792,299.50,369,8.1
STX_197323843657,214.00,279,8.1
STX_196471842000,122.00,149,8.1
STX_197324075798,270.50,339,8.1
STX_197862837681,282.00,349,8.1
STX_198726466764,99.50,149,8.1
STX_198726865970,229.00,299,8.1
STX_197967167478,224.00,289,8.1
STX_198486801898,167.50,229,8.1
STX_197861451031,224.00,299,8.1
STX_198731258811,270.50,339,8.1
STX_194497192079,276.50,339,8.1
STX_196969075934,147.00,209,8.1
STX_194497865904,245.50,319,8.1
STX_198482478353,214.00,279,8.1
STX_196153721296,168.50,239,8.1
STX_196604776677,178.50,239,8.1
STX_198730746777,275.50,359,8.1
STX_193152386242,323.50,399,8.1
STX_195869004914,200.00,269,8.1
STX_614968696160,214.00,279,8.1
STX_193655646690,315.50,389,8.1
STX_198729666772,202.50,269,8.1
STX_889772351424,527.00,639,8.1
NER_198605173981,160.50,,8.1
STX_196477765952,173.50,239,8.1
NER_198729843562,177.50,,8.1
STX_194955865286,131.00,189,8.1
STX_198486940597,328.50,399,8.1
STX_199259467082,177.50,239,8.1
STX_194275555966,225.00,299,8.1
STX_197862877830,122.00,149,8.1
STX_198483593222,190.00,249,8.1
STX_194272882621,385.00,459,8.1
STX_198488597881,122.00,149,8.1
STX_195245441555,121.00,149,8.1
STX_198689899326,288.00,359,8.1
STX_826218051739,673.00,769,8.1
STX_198726866335,229.00,299,8.1
STX_194715134393,112.00,169,8.1
STX_198482634285,222.50,289,8.1
STX_198729783141,209.00,279,8.1
STX_197968244505,256.50,319,8.1
STX_194500801967,202.50,269,8.1
STX_191982438155,615.00,709,8.1
STX_198729545459,220.00,289,8.1
STX_195867056496,270.50,339,8.1
STX_198729057242,299.50,369,8.1
STX_198329395409,197.50,259,8.1
STX_195739415932,123.50,149,8.1
STX_196467229129,102.00,159,8.1
STX_192499960047,166.00,229,8.1
STX_196976711702,569.50,659,8.1
STX_196605005417,270.50,339,8.1
STX_676556780095,240.50,309,8.1
STX_198485507647,183.50,249,8.1
STX_194768518973,289.50,359,8.1
STX_198726898381,117.00,169,8.1
STX_198726258482,226.50,309,8.1
STX_197864053423,182.50,239,8.1
STX_197593786616,204.00,269,8.1
STX_886736095363,300.50,369,8.1
STX_195866053076,2076.00,2289,8.1
STX_196609343522,253.00,319,8.1
STX_198487855920,221.50,289,8.1
STX_193146198950,378.50,469,8.1
STX_192828741613,268.00,339,8.1
STX_196969195069,211.50,279,8.1
STX_198729248428,206.50,269,8.1
STX_191977067728,240.50,309,8.1
STX_195021391654,248.00,319,8.1
STX_198445427633,158.50,219,8.1
STX_197600890725,178.50,239,8.1
STX_195751210676,541.00,629,8.1
STX_198729116901,210.00,279,8.1
STX_196152074249,185.00,249,8.1
STX_196474973541,157.50,219,8.1
STX_195751951272,634.00,729,8.1
STX_195719300036,180.00,239,8.1
STX_197298862608,104.50,209,8.1
STX_197594649538,99.50,149,8.1
STX_196149619934,225.00,299,8.1
STX_194851279187,253.00,319,8.1
STX_191028138636,155.00,219,8.1
STX_194272676831,344.50,429,8.1
STX_194434197129,248.00,319,8.1
STX_194432690950,235.00,309,8.1
STX_196604417495,372.50,459,8.1
STX_199310209149,90.50,149,8.1
STX_195869266879,147.00,209,8.1
STX_197599588764,166.00,229,8.1
STX_198332061490,172.50,239,8.1
STX_191267907680,598.50,689,8.1
STX_197376752487,288.00,359,8.1
STX_198727283667,265.50,329,8.1
STX_194274078411,385.00,459,8.1
STX_197599922124,185.00,249,8.1
STX_195867657037,260.50,329,8.1
STX_197860594890,127.00,239,8.1
STX_194499056911,441.50,519,8.1
STX_195748852742,187.50,249,8.1
STX_198480940036,152.50,209,8.1
STX_886916415189,309.50,379,8.1
STX_194814144958,119.50,149,8.1
STX_197594656390,144.50,209,8.1
STX_191031370788,132.00,189,8.1
STX_197620307937,99.50,149,8.1
STX_840419747857,269.00,319,8.1
STX_191448648036,214.00,279,8.1
STX_197860454668,219.00,289,8.1
STX_198688955597,177.50,239,8.1
STX_198959270244,168.50,239,8.1
STX_199204934928,1189.50,1329,8.1
STX_197670394130,183.50,249,8.1
STX_193151449696,144.50,209,8.1
STX_197634279435,214.00,279,8.1
STX_197375241289,195.00,259,8.1
STX_195239330629,204.00,269,8.1
STX_196149619569,210.00,279,8.1
STX_194434179385,248.00,319,8.1
STX_673419242691,271.50,339,8.1
STX_197600706408,320.50,399,8.1
STX_193154404289,241.50,319,8.1
STX_195019028111,199.00,259,8.1
STX_195018087072,215.00,279,8.1
STX_198729278623,196.50,259,8.1
STX_198319086713,243.00,329,8.1
STX_196011406075,147.00,209,8.1
STX_197864074206,182.50,239,8.1
STX_198958721716,271.50,339,8.1
STX_198487991895,230.00,299,8.1
STX_197597084442,220.00,289,8.1
STX_194499366478,149.50,209,8.1
STX_196477766010,166.00,229,8.1
STX_198485550438,188.50,249,8.1
STX_889003614380,180.00,239,8.1
STX_194276560099,186.00,249,8.1
STX_194954318400,327.00,399,8.1
STX_197596952926,187.50,249,8.1
STX_198959731141,180.00,239,8.1
STX_198328303191,183.50,249,8.1
STX_195747878385,103.00,159,8.1
STX_197598763292,1017.50,1149,8.1
STX_197225969486,2428.00,2669,8.1
STX_889002466409,181.00,239,8.1
STX_196968081639,122.00,149,8.1
STX_197634761800,449.00,529,8.1
STX_195866294967,517.00,609,8.1
STX_197615034855,116.00,169,8.1
STX_826216659753,331.00,409,8.1
STX_195748734277,117.00,169,8.1
STX_196975518630,185.00,249,8.1
STX_196151700873,187.50,249,8.1
STX_198328712917,214.00,279,8.1
STX_198480901723,217.50,289,8.1
STX_197298987516,142.00,199,8.1
STX_197863993478,170.00,239,8.1
STX_886059624196,385.00,459,8.1
STX_198482416102,259.00,319,8.1
STX_198487800609,201.50,269,8.1
STX_194954531816,199.00,259,8.1
STX_199023163752,288.00,359,8.1
STX_196265277704,111.00,159,8.1
STX_198728550942,72.00,129,8.1
STX_195751721103,181.00,239,8.1
STX_196565198877,220.00,289,8.1
STX_198689997251,254.00,319,8.1
STX_198488613055,270.50,339,8.1
STX_198487196214,99.50,149,8.1
STX_198730229324,124.50,149,8.1
STX_191533845449,221.50,289,8.1
STX_190108088038,161.00,229,8.1
STX_197597087177,128.50,189,8.1
STX_198485469983,201.50,269,8.1
STX_886951122097,227.50,299,8.1
STX_198486138123,273.00,339,8.1
STX_198486954778,221.50,289,8.1
STX_197375737850,232.50,309,8.1
STX_196149374789,331.00,409,8.1
STX_198482015619,155.00,219,8.1
STX_195021221968,127.00,289,8.1
NER_198726656936,126.50,,8.1
STX_198333169720,224.00,289,8.1
STX_198730509082,290.50,359,8.1
STX_091204728913,128.50,199,8.1
STX_198481712786,412.50,489,8.1
STX_198730320076,158.50,219,8.1
STX_195021677987,302.00,369,8.1
STX_198729538116,265.50,329,8.1
STX_195866203341,328.50,399,8.1
STX_198487912722,217.50,289,8.1
STX_195018444714,303.00,219,8.1
STX_400002111603,232.50,299,8.1
STX_198729181480,339.50,419,8.1
STX_198963178215,195.00,259,8.1
STX_197862725025,147.00,209,8.1
STX_197617243262,177.50,259,8.1
STX_197593727350,210.00,279,8.1
STX_196969195113,211.50,279,8.1
STX_193101619391,142.00,199,8.1
STX_198958756916,186.00,249,8.1
STX_198487994636,294.50,369,8.1
NER_198480693062,109.50,,8.1
STX_889002466416,181.00,239,8.1
NER_198689574049,92.50,,8.1
STX_195736627031,207.50,279,8.1
STX_195734776106,168.50,239,8.1
STX_196974668879,240.50,309,8.1
STX_196975571093,104.50,159,8.1
STX_198605580659,429.00,509,8.1
STX_196153970229,152.50,209,8.1
STX_196975612628,74.50,129,8.1
STX_194830863918,201.50,269,8.1
STX_198485389045,144.50,209,8.1
STX_198731263396,270.50,339,8.1
STX_195243691105,221.50,289,8.1
STX_197376003794,391.00,459,8.1
STX_197862893359,240.50,309,8.1
STX_197860993723,183.50,249,8.1
STX_194499405030,180.00,239,8.1
STX_197860587748,193.50,259,8.1
STX_198729538062,240.50,309,8.1
STX_197805950941,87.00,139,8.1
STX_198322400940,132.00,189,8.1
STX_198731876510,607.50,699,8.1
STX_196472607233,173.50,239,8.1
STX_196968522545,146.00,239,8.1
STX_199310150472,144.50,219,8.1
STX_198729515650,229.00,299,8.1
STX_195744933544,162.50,229,8.1
STX_197859101412,171.00,239,8.1
STX_197609261298,354.50,439,8.1
STX_198485476165,188.50,249,8.1
STX_197600666252,126.00,219,8.1
STX_199310147922,500.50,609,8.1
STX_197860187801,131.00,189,8.1
STX_197601973274,601.00,689,8.1
STX_196474129153,215.00,279,8.1
STX_196153748941,220.00,289,8.1
STX_195749415908,200.00,269,8.1
STX_198729064455,205.00,269,8.1
STX_196149529325,134.50,189,8.1
NER_888755675274,126.50,,8.1
STX_194497865898,245.50,319,8.1
STX_198726887767,229.00,299,8.1
STX_197860615731,519.50,609,8.1
STX_198445145711,122.00,149,8.1
STX_198686480954,186.00,249,8.1
STX_194493798398,562.00,649,8.1
STX_197600813519,107.00,159,8.1
STX_193103271610,395.00,469,8.1
STX_198731361801,123.50,149,8.1
STX_198320414956,102.00,159,8.1
STX_198482493332,265.50,329,8.1
STX_198729539854,234.00,309,8.1
STX_198482037963,253.00,319,8.1
STX_195733001551,200.00,269,8.1
STX_198269352579,500.50,589,8.1
STX_196975580194,114.50,169,8.1
STX_197601149846,156.00,219,8.1
STX_198729114860,214.00,279,8.1
STX_198727641184,122.00,149,8.1
STX_197602667363,314.50,389,8.1
STX_198482409111,569.50,659,8.1
STX_198729266989,220.00,289,8.1
STX_198958721594,271.50,339,8.1
STX_196149378718,139.50,199,8.1
STX_196152635969,144.50,209,8.1
STX_197862639407,170.00,239,8.1
STX_194433953399,139.50,199,8.1
STX_197863192345,209.00,279,8.1
STX_196479127192,172.50,239,8.1
STX_198958764300,168.50,239,8.1
STX_197593841339,191.00,259,8.1
STX_883212950918,155.00,219,8.1
STX_197615381164,100.50,159,8.1
STX_196970079792,502.00,589,8.1
STX_633194300009,230.00,299,8.1
STX_198726872930,362.00,439,8.1
STX_196150165994,279.00,349,8.1
STX_194813018274,161.00,229,8.1
STX_196432934386,65.50,129,8.1
STX_197599161899,139.50,199,8.1
STX_194851821737,293.00,359,8.1
STX_198729073297,288.00,359,8.1
STX_885681718013,104.50,159,8.1
STX_197863019024,261.50,329,8.1
STX_198686692234,334.50,409,8.1
STX_197602691252,134.50,189,8.1
STX_196969195946,211.50,279,8.1
STX_198482712235,224.00,289,8.1
STX_197593777874,253.00,319,8.1
STX_198729241375,151.00,209,8.1
STX_198688964230,372.50,459,8.1
STX_198729560865,220.00,289,8.1
STX_193146231138,84.50,139,8.1
STX_640135887550,385.00,459,8.1
STX_198726719938,113.50,169,8.1
STX_195734264719,232.50,309,8.1
