ProviderKey,SpecificationKey,SpecificationValue
NER_4068801126165,Target group,women
NER_4068801126172,Brand,adidas
NER_4068801126172,Color,Black
NER_4068801126172,Target group,women
NER_4068801126189,Brand,adidas
NER_4068801126189,Color,Black
NER_4068801126189,Target group,women
NER_4068801126196,Brand,adidas
NER_4068801126196,Color,Black
NER_4068801126196,Target group,women
NER_4068801126202,Brand,adidas
NER_4068801126202,Color,Black
NER_4068801126202,Target group,women
NER_4068801126226,Brand,adidas
NER_4068801126226,Color,Black
NER_4068801126226,Target group,women
NER_4068801126233,Brand,adidas
NER_4068801126233,Color,Black
NER_4068801126233,Target group,women
NER_4068801126240,Brand,adidas
NER_4068801126240,Color,Black
NER_4068801126240,Target group,women
NER_4068801126257,Brand,adidas
NER_4068801126257,Color,Black
NER_4068801126257,Target group,women
NER_4068801126264,Brand,adidas
NER_4068801126264,Color,Black
NER_4068801126264,Target group,women
NER_4068801126271,Brand,adidas
NER_4068801126271,Color,Black
NER_4068801126271,Target group,women
NER_4068801126288,Brand,adidas
NER_4068801126288,Color,Black
NER_4068801126288,Target group,women
NER_4068801126301,Brand,adidas
NER_4068801126301,Color,Black
NER_4068801126301,Target group,women
NER_4068801126318,Brand,adidas
NER_4068801126318,Color,Black
NER_4068801126318,Target group,women
NER_4068801126325,Brand,adidas
NER_4068801126325,Color,Black
NER_4068801126325,Target group,women
NER_4068801134962,Shoe size (EU),43
NER_4068801134962,Brand,adidas Originals
NER_4068801134962,Color,Blue
NER_4068801134962,Target group,men
NER_4068801135006,Shoe size (EU),40.5
NER_4068801135006,Brand,adidas Originals
NER_4068801135006,Color,Blue
NER_4068801135006,Target group,men
NER_4068801135013,Shoe size (EU),46
NER_4068801135013,Brand,adidas Originals
NER_4068801135013,Color,Blue
NER_4068801135013,Target group,men
NER_4068801138663,Shoe size (EU),42
NER_4068801138663,Brand,adidas Originals
NER_4068801138663,Color,Blue
NER_4068801138663,Target group,men
NER_4068801138670,Shoe size (EU),40
NER_4068801138670,Brand,adidas Originals
NER_4068801138670,Color,Blue
NER_4068801138670,Target group,men
NER_4068801138755,Shoe size (EU),43
NER_4068801138755,Brand,Adidas
NER_4068801138755,Color,Crew Red / Aluminium / Magic Beige
NER_4068801138755,Target group,men
NER_4068801138809,Shoe size (EU),41
NER_4068801138809,Brand,Adidas
NER_4068801138809,Color,Crew Red / Aluminium / Magic Beige
NER_4068801138809,Target group,men
NER_4068801138816,Shoe size (EU),42.5
NER_4068801138816,Brand,Adidas
NER_4068801138816,Color,Crew Red / Aluminium / Magic Beige
NER_4068801138816,Target group,men
NER_4068801146439,Shoe size (EU),36.5
NER_4068801146439,Brand,adidas
NER_4068801146439,Color,Black
NER_4068801146439,Target group,men
NER_4068801146453,Shoe size (EU),36
NER_4068801146453,Brand,adidas
NER_4068801146453,Color,Black
NER_4068801146453,Target group,men
NER_4068801146484,Shoe size (EU),38.5
NER_4068801146484,Brand,adidas
NER_4068801146484,Color,Black
NER_4068801146484,Target group,men
NER_4068801146521,Shoe size (EU),38
NER_4068801146521,Brand,adidas
NER_4068801146521,Color,Black
NER_4068801146521,Target group,men
NER_4068801149379,Brand,adidas
NER_4068801149379,Color,Black
NER_4068801149379,Target group,women
NER_4068801150160,Shoe size (EU),37.5
NER_4068801150160,Brand,adidas
NER_4068801150160,Color,Black
NER_4068801150160,Target group,men
NER_4068801150207,Shoe size (EU),39
NER_4068801150207,Brand,adidas
NER_4068801150207,Color,Black
NER_4068801150207,Target group,men
NER_4068801150245,Brand,adidas Originals
NER_4068801150245,Color,Black
NER_4068801150245,Target group,men
NER_4068801153031,Brand,adidas
NER_4068801153031,Color,Black
NER_4068801153031,Target group,women
NER_4068801153062,Brand,adidas
NER_4068801153062,Color,Black
NER_4068801153062,Target group,women
NER_4068801153079,Brand,adidas
NER_4068801153079,Color,Black
NER_4068801153079,Target group,women
NER_4068801153239,Brand,adidas
NER_4068801153239,Color,Black
NER_4068801153239,Target group,women
NER_4068801153246,Brand,adidas
NER_4068801153246,Color,Black
NER_4068801153246,Target group,women
NER_4068801153253,Brand,adidas
NER_4068801153253,Color,Black
NER_4068801153253,Target group,women
NER_4068801153260,Brand,adidas
NER_4068801153260,Color,Black
NER_4068801153260,Target group,women
NER_4068801153949,Brand,adidas
NER_4068801153949,Color,Black
NER_4068801153949,Target group,women
NER_4068801153963,Brand,adidas
NER_4068801153963,Color,Black
NER_4068801153963,Target group,women
NER_4068801154052,Shoe size (EU),37.5
NER_4068801154052,Brand,Adidas
NER_4068801154052,Color,Grey / Grey Two / Grey
NER_4068801154052,Target group,men
NER_4068801154083,Shoe size (EU),38
NER_4068801154083,Brand,Adidas
NER_4068801154083,Color,Grey / Grey Two / Grey
NER_4068801154083,Target group,men
NER_4068801154205,Shoe size (EU),40.5
NER_4068801154205,Brand,Adidas
NER_4068801154205,Color,Grey / Grey Two / Grey
NER_4068801154205,Target group,men
NER_4068801156247,Brand,Adidas
NER_4068801156247,Color,Cloud White
NER_4068801156247,Target group,men
NER_4068801156261,Brand,Adidas
NER_4068801156261,Color,Cloud White
NER_4068801156261,Target group,men
NER_4068801156872,Brand,adidas
NER_4068801156872,Color,Black
NER_4068801156872,Target group,women
NER_4068801156889,Brand,adidas
NER_4068801156889,Color,Black
NER_4068801156889,Target group,women
NER_4068801156902,Brand,adidas
NER_4068801156902,Color,Black
NER_4068801156902,Target group,women
NER_4068801156926,Brand,adidas
NER_4068801156926,Color,Black
NER_4068801156926,Target group,women
NER_4068801156933,Brand,adidas
NER_4068801156933,Color,Black
NER_4068801156933,Target group,women
NER_4068801156940,Brand,adidas
NER_4068801156940,Color,Black
NER_4068801156940,Target group,women
NER_4068801156988,Brand,adidas
NER_4068801156988,Color,Black
NER_4068801156988,Target group,women
NER_4068801156995,Brand,adidas
NER_4068801156995,Color,Black
NER_4068801156995,Target group,women
NER_4068801157008,Brand,adidas
NER_4068801157008,Color,Black
NER_4068801157008,Target group,women
NER_4068801157022,Brand,adidas
NER_4068801157022,Color,Black
NER_4068801157022,Target group,women
NER_4068801157060,Brand,adidas
NER_4068801157060,Color,Black
NER_4068801157060,Target group,women
NER_4068801157091,Brand,adidas
NER_4068801157091,Color,Black
NER_4068801157091,Target group,women
NER_4068801157107,Brand,adidas
NER_4068801157107,Color,Black
NER_4068801157107,Target group,women
NER_4068801157602,Brand,adidas
NER_4068801157602,Color,Black
NER_4068801157602,Target group,women
NER_4068801157633,Brand,adidas
NER_4068801157633,Color,Black
NER_4068801157633,Target group,women
NER_4068801157640,Brand,adidas
NER_4068801157640,Color,Black
NER_4068801157640,Target group,women
NER_4068801157749,Brand,adidas
NER_4068801157749,Color,Black
NER_4068801157749,Target group,women
NER_4068801157848,Shoe size (EU),42
NER_4068801157848,Brand,Adidas
NER_4068801157848,Color,Grey / Grey Two / Grey
NER_4068801157848,Target group,men
NER_4068801163443,Shoe size (EU),38.5
NER_4068801163443,Brand,adidas Originals
NER_4068801163443,Color,Core Black / Focus Olive / Carbon
NER_4068801163443,Target group,men
NER_4068801163498,Shoe size (EU),40
NER_4068801163498,Brand,adidas Originals
NER_4068801163498,Color,Core Black / Focus Olive / Carbon
NER_4068801163498,Target group,men
NER_4068801163542,Shoe size (EU),38
NER_4068801163542,Brand,adidas Originals
NER_4068801163542,Color,Core Black / Focus Olive / Carbon
NER_4068801163542,Target group,men
NER_4068801164211,Brand,adidas Originals
NER_4068801164211,Color,Brown
NER_4068801164211,Target group,women
NER_4068801164242,Brand,adidas Originals
NER_4068801164242,Color,Brown
NER_4068801164242,Target group,women
NER_4068801164266,Brand,adidas Originals
NER_4068801164266,Color,Brown
NER_4068801164266,Target group,women
NER_4068801164310,Brand,adidas
NER_4068801164310,Color,Black
NER_4068801164310,Target group,women
NER_4068801165119,Shoe size (EU),36.5
NER_4068801165119,Brand,Adidas
NER_4068801165119,Color,Wonder White / Core Black / Gum 4
NER_4068801165119,Target group,men
NER_4068801166017,Brand,adidas
NER_4068801166017,Color,Black
NER_4068801166017,Target group,women
NER_4068801166031,Brand,adidas
NER_4068801166031,Color,Black
NER_4068801166031,Target group,women
NER_4068801166048,Brand,adidas
NER_4068801166048,Color,Black
NER_4068801166048,Target group,women
NER_4068801166062,Brand,adidas
NER_4068801166062,Color,Black
NER_4068801166062,Target group,women
NER_4068801166079,Brand,adidas
NER_4068801166079,Color,Black
NER_4068801166079,Target group,women
NER_4068801166086,Brand,adidas
NER_4068801166086,Color,Black
NER_4068801166086,Target group,women
NER_4068801166093,Brand,adidas
NER_4068801166093,Color,Black
NER_4068801166093,Target group,women
NER_4068801166109,Brand,adidas
NER_4068801166109,Color,Black
NER_4068801166109,Target group,women
NER_4068801169292,Shoe size (EU),42
NER_4068801169292,Brand,Adidas
NER_4068801169292,Color,Core Black / Off White / Warm Sand
NER_4068801169292,Target group,men
NER_4068801169308,Shoe size (EU),44.5
NER_4068801169308,Brand,Adidas
NER_4068801169308,Color,Core Black / Off White / Warm Sand
NER_4068801169308,Target group,men
NER_4068801169315,Shoe size (EU),38.5
NER_4068801169315,Brand,Adidas
NER_4068801169315,Color,Core Black / Off White / Warm Sand
NER_4068801169315,Target group,men
NER_4068801169322,Shoe size (EU),43
NER_4068801169322,Brand,Adidas
NER_4068801169322,Color,Core Black / Off White / Warm Sand
NER_4068801169322,Target group,men
NER_4068801169339,Shoe size (EU),36.5
NER_4068801169339,Brand,Adidas
NER_4068801169339,Color,Core Black / Off White / Warm Sand
NER_4068801169339,Target group,men
NER_4068801169346,Shoe size (EU),40
NER_4068801169346,Brand,Adidas
NER_4068801169346,Color,Core Black / Off White / Warm Sand
NER_4068801169346,Target group,men
NER_4068801169353,Shoe size (EU),41
NER_4068801169353,Brand,Adidas
NER_4068801169353,Color,Core Black / Off White / Warm Sand
NER_4068801169353,Target group,men
NER_4068801171523,Shoe size (EU),44
NER_4068801171523,Brand,Adidas
NER_4068801171523,Color,Core Black / Off White / Warm Sand
NER_4068801171523,Target group,men
NER_4068801171530,Shoe size (EU),36
NER_4068801171530,Brand,Adidas
NER_4068801171530,Color,Core Black / Off White / Warm Sand
NER_4068801171530,Target group,men
NER_4068801171547,Shoe size (EU),40.5
NER_4068801171547,Brand,Adidas
NER_4068801171547,Color,Core Black / Off White / Warm Sand
NER_4068801171547,Target group,men
NER_4068801171554,Shoe size (EU),42.5
NER_4068801171554,Brand,Adidas
NER_4068801171554,Color,Core Black / Off White / Warm Sand
NER_4068801171554,Target group,men
NER_4068801171585,Shoe size (EU),37.5
NER_4068801171585,Brand,Adidas
NER_4068801171585,Color,Core Black / Off White / Warm Sand
NER_4068801171585,Target group,men
NER_4068801171592,Shoe size (EU),45
NER_4068801171592,Brand,Adidas
NER_4068801171592,Color,Core Black / Off White / Warm Sand
NER_4068801171592,Target group,men
NER_4068801171608,Shoe size (EU),39
NER_4068801171608,Brand,Adidas
NER_4068801171608,Color,Core Black / Off White / Warm Sand
NER_4068801171608,Target group,men
NER_4068801171615,Shoe size (EU),46
NER_4068801171615,Brand,Adidas
NER_4068801171615,Color,Core Black / Off White / Warm Sand
NER_4068801171615,Target group,men
NER_4068801171622,Shoe size (EU),38
NER_4068801171622,Brand,Adidas
NER_4068801171622,Color,Core Black / Off White / Warm Sand
NER_4068801171622,Target group,men
NER_4068801177150,Shoe size (EU),41
NER_4068801177150,Brand,adidas
NER_4068801177150,Color,Black
NER_4068801177150,Target group,men
NER_4068801177167,Shoe size (EU),42
NER_4068801177167,Brand,adidas
NER_4068801177167,Color,Black
NER_4068801177167,Target group,men
NER_4068801177181,Shoe size (EU),38.5
NER_4068801177181,Brand,adidas
NER_4068801177181,Color,Black
NER_4068801177181,Target group,men
NER_4068801177211,Shoe size (EU),40.5
NER_4068801177211,Brand,adidas
NER_4068801177211,Color,Black
NER_4068801177211,Target group,men
NER_4068801177242,Shoe size (EU),36.5
NER_4068801177242,Brand,adidas
NER_4068801177242,Color,Black
NER_4068801177242,Target group,men
NER_4068801180181,Shoe size (EU),44.5
NER_4068801180181,Brand,adidas
NER_4068801180181,Color,Black
NER_4068801180181,Target group,men
NER_4068801180204,Shoe size (EU),43
NER_4068801180204,Brand,adidas
NER_4068801180204,Color,Black
NER_4068801180204,Target group,men
NER_4068801180211,Shoe size (EU),40
NER_4068801180211,Brand,adidas
NER_4068801180211,Color,Black
NER_4068801180211,Target group,men
NER_4068801180280,Shoe size (EU),37.5
NER_4068801180280,Brand,Adidas
NER_4068801180280,Color,Preloved Teal / Off White / Warm Sand
NER_4068801180280,Target group,men
NER_4068801180297,Shoe size (EU),39
NER_4068801180297,Brand,Adidas
NER_4068801180297,Color,Preloved Teal / Off White / Warm Sand
NER_4068801180297,Target group,men
NER_4068801180310,Shoe size (EU),36
NER_4068801180310,Brand,Adidas
NER_4068801180310,Color,Preloved Teal / Off White / Warm Sand
NER_4068801180310,Target group,men
NER_4068801180334,Shoe size (EU),36.5
NER_4068801180334,Brand,Adidas
NER_4068801180334,Color,Preloved Teal / Off White / Warm Sand
NER_4068801180334,Target group,men
NER_4068801180358,Shoe size (EU),40
NER_4068801180358,Brand,Adidas
NER_4068801180358,Color,Preloved Teal / Off White / Warm Sand
NER_4068801180358,Target group,men
NER_4068801180372,Shoe size (EU),40.5
NER_4068801180372,Brand,Adidas
NER_4068801180372,Color,Preloved Teal / Off White / Warm Sand
NER_4068801180372,Target group,men
NER_4068801180396,Shoe size (EU),38
NER_4068801180396,Brand,Adidas
NER_4068801180396,Color,Preloved Teal / Off White / Warm Sand
NER_4068801180396,Target group,men
NER_4068801183564,Shoe size (EU),38.5
NER_4068801183564,Brand,Adidas
NER_4068801183564,Color,Preloved Teal / Off White / Warm Sand
NER_4068801183564,Target group,men
NER_4068801187241,Shoe size (EU),41
NER_4068801187241,Brand,adidas
NER_4068801187241,Color,Black
NER_4068801187241,Target group,men
NER_4068801187265,Shoe size (EU),42.5
NER_4068801187265,Brand,adidas
NER_4068801187265,Color,Black
NER_4068801187265,Target group,men
NER_4068801187302,Shoe size (EU),36
NER_4068801187302,Brand,adidas
NER_4068801187302,Color,Black
NER_4068801187302,Target group,men
NER_4068801187326,Shoe size (EU),38
NER_4068801187326,Brand,adidas
NER_4068801187326,Color,Black
NER_4068801187326,Target group,men
NER_4068801187340,Shoe size (EU),46
NER_4068801187340,Brand,adidas
NER_4068801187340,Color,Black
NER_4068801187340,Target group,men
NER_4068801190975,Shoe size (EU),36.5
NER_4068801190975,Brand,adidas
NER_4068801190975,Color,Black
NER_4068801190975,Target group,men
NER_4068801194829,Shoe size (EU),36
NER_4068801194829,Brand,Adidas
NER_4068801194829,Color,Aluminum Gum
NER_4068801194829,Target group,women
NER_4068801194874,Shoe size (EU),38.5
NER_4068801194874,Brand,Adidas
NER_4068801194874,Color,Aluminum Gum
NER_4068801194874,Target group,women
NER_4068801194911,Shoe size (EU),40.5
NER_4068801194911,Brand,Adidas
NER_4068801194911,Color,Aluminum Gum
NER_4068801194911,Target group,women
NER_4068801194959,Shoe size (EU),37.5
NER_4068801194959,Brand,Adidas
NER_4068801194959,Color,Aluminum Gum
NER_4068801194959,Target group,women
NER_4068801194973,Shoe size (EU),36.5
NER_4068801194973,Brand,Adidas
NER_4068801194973,Color,Aluminum Gum
NER_4068801194973,Target group,women
NER_4068801198643,Shoe size (EU),40
NER_4068801198643,Brand,adidas
NER_4068801198643,Color,Black
NER_4068801198643,Target group,men
NER_4068801198650,Shoe size (EU),38
NER_4068801198650,Brand,adidas
NER_4068801198650,Color,Black
NER_4068801198650,Target group,men
NER_4068801198667,Shoe size (EU),46
NER_4068801198667,Brand,adidas
NER_4068801198667,Color,Black
NER_4068801198667,Target group,men
NER_4068801198674,Shoe size (EU),40.5
NER_4068801198674,Brand,adidas
NER_4068801198674,Color,Black
NER_4068801198674,Target group,men
NER_4068801198681,Shoe size (EU),46
NER_4068801198681,Brand,adidas
NER_4068801198681,Color,Black
NER_4068801198681,Target group,men
NER_4068801198698,Shoe size (EU),38.5
NER_4068801198698,Brand,adidas
NER_4068801198698,Color,Black
NER_4068801198698,Target group,men
NER_4068801198704,Shoe size (EU),47
NER_4068801198704,Brand,adidas
NER_4068801198704,Color,Black
NER_4068801198704,Target group,men
NER_4068801198728,Shoe size (EU),42.5
NER_4068801198728,Brand,adidas
NER_4068801198728,Color,Black
NER_4068801198728,Target group,men
NER_4068801198735,Shoe size (EU),36
NER_4068801198735,Brand,adidas
NER_4068801198735,Color,Black
NER_4068801198735,Target group,men
NER_4068801198766,Shoe size (EU),36.5
NER_4068801198766,Brand,adidas
NER_4068801198766,Color,Black
NER_4068801198766,Target group,men
NER_4068801198773,Shoe size (EU),37.5
NER_4068801198773,Brand,adidas
NER_4068801198773,Color,Black
NER_4068801198773,Target group,men
NER_4068801198827,Shoe size (EU),39
NER_4068801198827,Brand,adidas
NER_4068801198827,Color,Black
NER_4068801198827,Target group,men
NER_4068801198858,Shoe size (EU),48.5
NER_4068801198858,Brand,adidas
NER_4068801198858,Color,Black
NER_4068801198858,Target group,men
NER_4068801198865,Shoe size (EU),36.5
NER_4068801198865,Brand,adidas
NER_4068801198865,Color,Black
NER_4068801198865,Target group,men
NER_4068801202487,Shoe size (EU),38.5
NER_4068801202487,Brand,adidas
NER_4068801202487,Color,Black
NER_4068801202487,Target group,men
NER_4068801202494,Shoe size (EU),36
NER_4068801202494,Brand,adidas
NER_4068801202494,Color,Black
NER_4068801202494,Target group,men
NER_4068801202517,Shoe size (EU),42
NER_4068801202517,Brand,adidas
NER_4068801202517,Color,Black
NER_4068801202517,Target group,men
NER_4068801202531,Shoe size (EU),42.5
NER_4068801202531,Brand,adidas
NER_4068801202531,Color,Black
NER_4068801202531,Target group,men
NER_4068801202548,Shoe size (EU),48
NER_4068801202548,Brand,adidas
NER_4068801202548,Color,Black
NER_4068801202548,Target group,men
NER_4068801202555,Shoe size (EU),44
NER_4068801202555,Brand,adidas
NER_4068801202555,Color,Black
NER_4068801202555,Target group,men
NER_4068801202562,Shoe size (EU),46
NER_4068801202562,Brand,adidas
NER_4068801202562,Color,Black
NER_4068801202562,Target group,men
NER_4068801202579,Shoe size (EU),45
NER_4068801202579,Brand,adidas
NER_4068801202579,Color,Black
NER_4068801202579,Target group,men
NER_4068801202586,Shoe size (EU),39
NER_4068801202586,Brand,adidas
NER_4068801202586,Color,Black
NER_4068801202586,Target group,men
NER_4068801202593,Shoe size (EU),37.5
NER_4068801202593,Brand,adidas
NER_4068801202593,Color,Black
NER_4068801202593,Target group,men
NER_4068801202609,Shoe size (EU),41
NER_4068801202609,Brand,adidas
NER_4068801202609,Color,Black
NER_4068801202609,Target group,men
NER_4068801202616,Shoe size (EU),38
NER_4068801202616,Brand,adidas
NER_4068801202616,Color,Black
NER_4068801202616,Target group,men
NER_4068801202623,Shoe size (EU),40
NER_4068801202623,Brand,adidas
NER_4068801202623,Color,Black
NER_4068801202623,Target group,men
NER_4068801202630,Shoe size (EU),43
NER_4068801202630,Brand,adidas
NER_4068801202630,Color,Black
NER_4068801202630,Target group,men
NER_4068801202647,Shoe size (EU),44.5
NER_4068801202647,Brand,adidas
NER_4068801202647,Color,Black
NER_4068801202647,Target group,men
NER_4068801202654,Shoe size (EU),40.5
NER_4068801202654,Brand,adidas
NER_4068801202654,Color,Black
NER_4068801202654,Target group,men
NER_4068801206485,Shoe size (EU),36
NER_4068801206485,Brand,Adidas
NER_4068801206485,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801206485,Target group,men
NER_4068801206492,Shoe size (EU),48
NER_4068801206492,Brand,Adidas
NER_4068801206492,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801206492,Target group,men
NER_4068801206515,Shoe size (EU),36.5
NER_4068801206515,Brand,Adidas
NER_4068801206515,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801206515,Target group,men
NER_4068801206522,Shoe size (EU),47
NER_4068801206522,Brand,Adidas
NER_4068801206522,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801206522,Target group,men
NER_4068801206539,Shoe size (EU),40
NER_4068801206539,Brand,Adidas
NER_4068801206539,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801206539,Target group,men
NER_4068801206546,Shoe size (EU),46
NER_4068801206546,Brand,Adidas
NER_4068801206546,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801206546,Target group,men
NER_4068801210161,Shoe size (EU),44
NER_4068801210161,Brand,Adidas
NER_4068801210161,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210161,Target group,men
NER_4068801210178,Shoe size (EU),37.5
NER_4068801210178,Brand,Adidas
NER_4068801210178,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210178,Target group,men
NER_4068801210192,Shoe size (EU),38.5
NER_4068801210192,Brand,Adidas
NER_4068801210192,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210192,Target group,men
NER_4068801210208,Shoe size (EU),43
NER_4068801210208,Brand,Adidas
NER_4068801210208,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210208,Target group,men
NER_4068801210215,Shoe size (EU),40.5
NER_4068801210215,Brand,Adidas
NER_4068801210215,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210215,Target group,men
NER_4068801210222,Shoe size (EU),45
NER_4068801210222,Brand,Adidas
NER_4068801210222,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210222,Target group,men
NER_4068801210239,Shoe size (EU),42
NER_4068801210239,Brand,Adidas
NER_4068801210239,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210239,Target group,men
NER_4068801210246,Shoe size (EU),42.5
NER_4068801210246,Brand,Adidas
NER_4068801210246,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210246,Target group,men
NER_4068801210253,Shoe size (EU),38
NER_4068801210253,Brand,Adidas
NER_4068801210253,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210253,Target group,men
NER_4068801210260,Shoe size (EU),41
NER_4068801210260,Brand,Adidas
NER_4068801210260,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210260,Target group,men
NER_4068801210277,Shoe size (EU),39
NER_4068801210277,Brand,Adidas
NER_4068801210277,Color,Trace Khaki / Fox Brown / Cloud White
NER_4068801210277,Target group,men
NER_4068801214008,Shoe size (EU),40.5
NER_4068801214008,Brand,adidas
NER_4068801214008,Color,Black
NER_4068801214008,Target group,men
NER_4068801214015,Shoe size (EU),36.5
NER_4068801214015,Brand,adidas
NER_4068801214015,Color,Black
NER_4068801214015,Target group,men
NER_4068801214039,Shoe size (EU),38.5
NER_4068801214039,Brand,adidas
NER_4068801214039,Color,Black
NER_4068801214039,Target group,men
NER_4068801214060,Shoe size (EU),37.5
NER_4068801214060,Brand,adidas
NER_4068801214060,Color,Black
NER_4068801214060,Target group,men
NER_4068801214084,Shoe size (EU),36
NER_4068801214084,Brand,adidas
NER_4068801214084,Color,Black
NER_4068801214084,Target group,men
NER_4068801214138,Shoe size (EU),36
NER_4068801214138,Brand,Adidas
NER_4068801214138,Color,Shadow Navy / Golden Beige / Gum 5
NER_4068801214138,Target group,men
NER_4068801217481,Brand,Adidas
NER_4068801217481,Color,Lucid Lemon
NER_4068801217481,Target group,men
NER_4068801217528,Brand,Adidas
NER_4068801217528,Color,Lucid Lemon
NER_4068801217528,Target group,men
NER_4068801217849,Shoe size (EU),38
NER_4068801217849,Brand,Adidas
NER_4068801217849,Color,Shadow Navy / Golden Beige / Gum 5
NER_4068801217849,Target group,men
NER_4068801217856,Shoe size (EU),36.5
NER_4068801217856,Brand,Adidas
NER_4068801217856,Color,Shadow Navy / Golden Beige / Gum 5
NER_4068801217856,Target group,men
NER_4068801217955,Shoe size (EU),44
NER_4068801217955,Brand,adidas Originals
NER_4068801217955,Color,Brown
NER_4068801217955,Target group,men
NER_4068801217962,Shoe size (EU),38.5
NER_4068801217962,Brand,adidas Originals
NER_4068801217962,Color,Brown
NER_4068801217962,Target group,men
NER_4068801217979,Shoe size (EU),38
NER_4068801217979,Brand,adidas Originals
NER_4068801217979,Color,Brown
NER_4068801217979,Target group,men
NER_4068801217986,Shoe size (EU),39
NER_4068801217986,Brand,adidas Originals
NER_4068801217986,Color,Brown
NER_4068801217986,Target group,men
NER_4068801218006,Shoe size (EU),37.5
NER_4068801218006,Brand,adidas Originals
NER_4068801218006,Color,Brown
NER_4068801218006,Target group,men
NER_4068801218020,Shoe size (EU),42.5
NER_4068801218020,Brand,adidas Originals
NER_4068801218020,Color,Brown
NER_4068801218020,Target group,men
NER_4068801218044,Shoe size (EU),41
NER_4068801218044,Brand,adidas Originals
NER_4068801218044,Color,Brown
NER_4068801218044,Target group,men
NER_4068801221204,Brand,Adidas
NER_4068801221204,Color,Lucid Lemon
NER_4068801221204,Target group,men
NER_4068801221686,Shoe size (EU),45
NER_4068801221686,Brand,adidas Originals
NER_4068801221686,Color,Brown
NER_4068801221686,Target group,men
NER_4068801221693,Shoe size (EU),40
NER_4068801221693,Brand,adidas Originals
NER_4068801221693,Color,Brown
NER_4068801221693,Target group,men
NER_4068801221709,Shoe size (EU),42
NER_4068801221709,Brand,adidas Originals
NER_4068801221709,Color,Brown
NER_4068801221709,Target group,men
NER_4068801221716,Shoe size (EU),43
NER_4068801221716,Brand,adidas Originals
NER_4068801221716,Color,Brown
NER_4068801221716,Target group,men
NER_4068801221730,Shoe size (EU),40.5
NER_4068801221730,Brand,adidas Originals
NER_4068801221730,Color,Brown
NER_4068801221730,Target group,men
NER_4068801221853,Shoe size (EU),38.5
NER_4068801221853,Brand,adidas
NER_4068801221853,Color,Black
NER_4068801221853,Target group,men
NER_4068801221884,Shoe size (EU),46
NER_4068801221884,Brand,adidas
NER_4068801221884,Color,Black
NER_4068801221884,Target group,men
NER_4068801221907,Shoe size (EU),36
NER_4068801221907,Brand,adidas
NER_4068801221907,Color,Black
NER_4068801221907,Target group,men
NER_4068801221914,Shoe size (EU),42
NER_4068801221914,Brand,adidas
NER_4068801221914,Color,Black
NER_4068801221914,Target group,men
NER_4068801225301,Shoe size (EU),38
NER_4068801225301,Brand,Adidas
NER_4068801225301,Color,Footwear White / Lucid Blue / Gum 5
NER_4068801225301,Target group,men
NER_4068801225387,Shoe size (EU),36.5
NER_4068801225387,Brand,Adidas
NER_4068801225387,Color,Footwear White / Lucid Blue / Gum 5
NER_4068801225387,Target group,men
NER_4068801225479,Shoe size (EU),37.5
NER_4068801225479,Brand,Adidas
NER_4068801225479,Color,Footwear White / Lucid Blue / Gum 5
NER_4068801225479,Target group,men
NER_4068801225530,Shoe size (EU),36.5
NER_4068801225530,Brand,adidas
NER_4068801225530,Color,Black
NER_4068801225530,Target group,men
NER_4068801225547,Shoe size (EU),44
NER_4068801225547,Brand,adidas
NER_4068801225547,Color,Black
NER_4068801225547,Target group,men
NER_4068801225646,Shoe size (EU),47
NER_4068801225646,Brand,adidas Originals
NER_4068801225646,Color,Black
NER_4068801225646,Target group,men
NER_4068801225653,Shoe size (EU),37.5
NER_4068801225653,Brand,adidas Originals
NER_4068801225653,Color,Black
NER_4068801225653,Target group,men
NER_4068801229392,Shoe size (EU),45
NER_4068801229392,Brand,adidas Originals
NER_4068801229392,Color,Brown
NER_4068801229392,Target group,men
NER_4068801229422,Shoe size (EU),36
NER_4068801229422,Brand,adidas Originals
NER_4068801229422,Color,Brown
NER_4068801229422,Target group,men
NER_4068801229477,Shoe size (EU),40.5
NER_4068801229477,Brand,adidas Originals
NER_4068801229477,Color,Brown
NER_4068801229477,Target group,men
NER_4068801229545,Shoe size (EU),44.5
NER_4068801229545,Brand,adidas Originals
NER_4068801229545,Color,Brown
NER_4068801229545,Target group,men
NER_4068801229552,Shoe size (EU),40
NER_4068801229552,Brand,adidas Originals
NER_4068801229552,Color,Brown
NER_4068801229552,Target group,men
