product_id,source_url,galaxus_url,brand,model,mpn,ean,source_price_eur,source_status,source_shipping_text,galaxus_price_chf,galaxus_seller,target_supplier_price_chf,landed_chf_estimate,estimated_margin_chf,stock_to_push,delivery_days_min,delivery_days_max,last_checked_at,status,notes
beatbot_iskim_ultra,https://eu.beatbot.com/products/iskim-ultra,https://www.galaxus.ch/de/s4/product/beatbot-akku-poolroboter-iskim-ultra-poolroboter-66639445,Beatbot,iSkim Ultra,PRCSSF01-EU-G,6976413750242,578.00,preorder,Pre-order: Estimated shipping from July 20th.,1299.00,augusta-pool.ch,999.00,607.07,391.93,1,15,25,2026-07-02T14:10:43.038Z,GO_PUSH,Galaxus scrape fallback mode
